accession	genbank_accession_rev	strain	date	region	country	division	location	host	date_submitted	sra_accession	abbr_authors	authors	institution	clade	outbreak	lineage	coverage	missing_data	divergence	nonACGTN	QC_missing_data	QC_mixed_sites	QC_rare_mutations	QC_frame_shifts	QC_stop_codons	frame_shifts	is_reverse_complement	num_date
OP415236	OP415236.1	MPX_ilzdZn_9000269	2022-08-XX	Europe	United Kingdom			Homo sapiens	2022-09-12		Groves et al.	Groves,N.,Osman,K.L.,Lewandowski,K.S.,Carter,D.P.,Pullan,S.T.,Myers,R.,Vipond,R.,Chand,M.	UKHSA, Research and Evaluation	IIb	hMPXV-1	B.1.12	0.9321937639762892	13372	545	0	mediocre	good	good	good	good		False	[2022.5821917808219:2022.664383561644]
OP415240	OP415240.1	MPX_OSmnPq_9000278	2022-08-XX	Europe	United Kingdom			Homo sapiens	2022-09-12		Groves et al.	Groves,N.,Osman,K.L.,Lewandowski,K.S.,Carter,D.P.,Pullan,S.T.,Myers,R.,Vipond,R.,Chand,M.	UKHSA, Research and Evaluation	IIb	hMPXV-1	B.1	0.9995233483258876	94	610	0	good	good	good	good	good		False	[2022.5821917808219:2022.664383561644]
OP415245	OP415245.1	MPX_jW1uT9_9000283	2022-08-XX	Europe	United Kingdom			Homo sapiens	2022-09-12		Groves et al.	Groves,N.,Osman,K.L.,Lewandowski,K.S.,Carter,D.P.,Pullan,S.T.,Myers,R.,Vipond,R.,Chand,M.	UKHSA, Research and Evaluation	IIb	hMPXV-1	B.1	1.0	0	610	0	good	good	good	good	good		False	[2022.5821917808219:2022.664383561644]
OP415257	OP415257.1	MPX_eunRrC_9000312	2022-08-XX	Europe	United Kingdom			Homo sapiens	2022-09-12		Groves et al.	Groves,N.,Osman,K.L.,Lewandowski,K.S.,Carter,D.P.,Pullan,S.T.,Myers,R.,Vipond,R.,Chand,M.	UKHSA, Research and Evaluation	IIb	hMPXV-1	B.1	1.0	0	609	0	good	good	good	good	good		False	[2022.5821917808219:2022.664383561644]
OP415258	OP415258.1	MPX_XAF7gk_9000317	2022-08-XX	Europe	United Kingdom			Homo sapiens	2022-09-12		Groves et al.	Groves,N.,Osman,K.L.,Lewandowski,K.S.,Carter,D.P.,Pullan,S.T.,Myers,R.,Vipond,R.,Chand,M.	UKHSA, Research and Evaluation	IIb	hMPXV-1	B.1.1	0.9993915085011332	120	608	0	good	good	good	good	good		False	[2022.5821917808219:2022.664383561644]
OP415268	OP415268.1	MPX_Qjmiyl_9000330	2022-08-XX	Europe	United Kingdom			Homo sapiens	2022-09-12		Groves et al.	Groves,N.,Osman,K.L.,Lewandowski,K.S.,Carter,D.P.,Pullan,S.T.,Myers,R.,Vipond,R.,Chand,M.	UKHSA, Research and Evaluation	IIb	hMPXV-1	B.1	1.0	0	607	0	good	good	good	good	good		False	[2022.5821917808219:2022.664383561644]
OP415282	OP415282.1	MPX_yttrq1_9000358	2022-08-XX	Europe	United Kingdom			Homo sapiens	2022-09-12		Groves et al.	Groves,N.,Osman,K.L.,Lewandowski,K.S.,Carter,D.P.,Pullan,S.T.,Myers,R.,Vipond,R.,Chand,M.	UKHSA, Research and Evaluation	IIb	hMPXV-1	B.1	1.0	0	608	0	good	good	good	good	good		False	[2022.5821917808219:2022.664383561644]
OP422245	OP422245.1	hMPXV-CH-38212023/2022	2022-05-30	Europe	Switzerland			Homo sapiens	2022-09-13		Laubscher et al.	Laubscher,F.,Chudzinsk,V.,Cordey,S.,Schibler,M.,Kaiser,L.,Renzoni,A.	University Hospitals of Geneva, Laboratory of Virology	IIb	hMPXV-1	B.1	0.9583791814775188	8207	581	1	mediocre	good	good	good	good		False	2022.4095890410958
OP422341	OP422341.1	hMPXV/Austria/MUW1538395/2022	2022-08-01	Europe	Austria			Homo sapiens	2022-09-13		Camp et al.	Camp,J.V.,Redlberger-Fritz,M.,Aberle,S.W.	Medical University of Vienna, Center for Virology	IIb	hMPXV-1	B.1	1.0	0	607	0	good	good	good	good	good		False	2022.5821917808219
OP431398	OP431398.1	ANT-LDSP-ANT-MPX-22702-C	2022-08-17	South America	Colombia	Antioquia	Medellin	Homo sapiens	2022-09-14		Betancur et al.	Betancur,I.I.B.,Velarde-Hoyos,C.-A.C.V.,Gomez,R.R.G.,Mercado-Reyes,M.M.R.	Laboratorio Departamental de Salud Publica de Antioquia, Antioquia	IIb	hMPXV-1	B.1.10	0.913340669036403	16990	532	0	mediocre	good	good	good	good		False	2022.6260273972603
OP431828	OP431828.2	MPXV22/human/USA-NE-181	2022-08-17	North America	USA	Nebraska		Homo sapiens	2022-09-14		Tegomoh et al.	Tegomoh,B.,Cross,S.T.,Chapman,R.C.,Bernhard,K.,McCutchen,E.L.,Fauver,J.R.,Pratt,C.B.,Warden,D.E.,Iwen,P.C.,Donahue,M.,Wiley,M.R.	University of Nebraska Medical Center, Environmental, Agricultural, and Occupational Health	IIb	hMPXV-1	B.1.3	0.9997971695003778	40	609	0	good	good	good	good	good		False	2022.6260273972603
OP440537	OP440537.1	hMPX/Human/USA/CA-LACPHL-MA00028/2022	2022-07-27	North America	USA			Homo sapiens	2022-09-15		Hemarajata et al.	Hemarajata,P.,Green,N.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health	IIb	hMPXV-1	B.1	0.9834490312308262	2098	601	0	good	good	good	good	good		False	2022.5684931506848
OP440543	OP440543.1	hMPX/Human/USA/CA-LACPHL-MA00052/2022	2022-07-25	North America	USA			Homo sapiens	2022-09-15		Hemarajata et al.	Hemarajata,P.,Green,N.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health	IIb	hMPXV-1	B.1.2	0.9871101217490074	994	602	0	good	good	good	good	good		False	2022.5630136986301
OP440544	OP440544.1	hMPX/Human/USA/CA-LACPHL-MA00053/2022	2022-07-25	North America	USA			Homo sapiens	2022-09-15		Hemarajata et al.	Hemarajata,P.,Green,N.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health	IIb	hMPXV-1	B.1.2	0.986258233650594	1162	601	0	good	good	good	good	good		False	2022.5630136986301
OP440551	OP440551.1	hMPX/Human/USA/CA-LACPHL-MA00056/2022	2022-07-17	North America	USA			Homo sapiens	2022-09-15		Hemarajata et al.	Hemarajata,P.,Green,N.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health	IIb	hMPXV-1	B.1	0.984797854053314	1450	600	0	good	good	good	good	good		False	2022.541095890411
OP440556	OP440556.1	hMPX/Human/USA/CA-LACPHL-MA00048/2022	2022-07-25	North America	USA			Homo sapiens	2022-09-15		Hemarajata et al.	Hemarajata,P.,Green,N.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health	IIb	hMPXV-1	B.1	0.9662591463878424	5103	584	0	good	good	good	good	good		False	2022.5630136986301
OP440585	OP440585.1	hMPX/Human/USA/CA-LACPHL-MA00012/2022	2022-07-20	North America	USA			Homo sapiens	2022-09-15		Hemarajata et al.	Hemarajata,P.,Green,N.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health	IIb	hMPXV-1	B.1	0.9531005177248504	7693	573	0	mediocre	good	good	good	good		False	2022.5493150684931
OP442547	OP442547.1	hMPX/Human/USA/CA-LACPHL-MA00071/2022	2022-08-19	North America	USA			Homo sapiens	2022-09-15		Hemarajata et al.	Hemarajata,P.,Green,N.M.,Garrigues,J.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health	IIb	hMPXV-1	B.1.2	0.987754108585308	1196	606	0	good	good	good	good	good		False	2022.631506849315
OP442553	OP442553.1	hMPX/Human/USA/CA-LACPHL-MA00086/2022	2022-08-01	North America	USA			Homo sapiens	2022-09-15		Hemarajata et al.	Hemarajata,P.,Green,N.M.,Garrigues,J.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health	IIb	hMPXV-1	B.1.4	0.990801636842132	261	604	2	good	good	good	good	good		False	2022.5821917808219
OP442557	OP442557.2	hMPX/Human/USA/CA-LACPHL-MA00074/2022	2022-08-19	North America	USA			Homo sapiens	2022-09-15		Hemarajata et al.	Hemarajata,P.,Green,N.M.,Garrigues,J.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health	IIb	hMPXV-1	B.1.11	0.975964585794766	2490	596	0	good	good	good	good	good		False	2022.631506849315
OP442568	OP442568.1	hMPX/Human/USA/CA-LACPHL-MA00040/2022	2022-07-21	North America	USA			Homo sapiens	2022-09-15		Hemarajata et al.	Hemarajata,P.,Green,N.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health	IIb	hMPXV-1	B.1.2	0.9684953526461774	5512	589	0	good	good	good	good	good		False	2022.5520547945205
OP442936	OP442936.1	MpxV/human/USA/OH-UW-070197/2022	2022-07-XX	North America	USA	Ohio		Homo sapiens	2022-09-15	SRR21236090	Sereewit et al.	Sereewit,J.,Xie,H.,Roychoudhury,P.,Greninger,A.L.	UW Virology, Laboratory Medicine	IIb	hMPXV-1	B.1	1.0	0	610	0	good	good	good	good	good	OPG023:386-661	False	[2022.4972602739726:2022.5794520547945]
OP442937	OP442937.1	MpxV/human/USA/OH-UW-070832/2022	2022-07-XX	North America	USA	Ohio		Homo sapiens	2022-09-15	SRR20913441	Sereewit et al.	Sereewit,J.,Xie,H.,Roychoudhury,P.,Greninger,A.L.	UW Virology, Laboratory Medicine	IIb	hMPXV-1	B.1.8	1.0	0	613	0	good	good	good	good	good		False	[2022.4972602739726:2022.5794520547945]
OP442939	OP442939.1	MpxV/human/USA/OH-UW-078962/2022	2022-07-XX	North America	USA	Ohio		Homo sapiens	2022-09-15	SRR21236093	Sereewit et al.	Sereewit,J.,Xie,H.,Roychoudhury,P.,Greninger,A.L.	UW Virology, Laboratory Medicine	IIb	hMPXV-1	B.1.8	0.9999391508501132	12	613	0	good	good	good	good	good		False	[2022.4972602739726:2022.5794520547945]
OP450985	OP450985.1	MPXV_USA_2022_TX0019	2022-06-XX	North America	USA	Texas		Homo sapiens	2022-09-16	SRR21677080	Gigante et al.	Gigante,C.M.,Kubin,G.,Zhao,H.,Batra,D.,Hetrick,E.E.,Howard,D.T.,Kovar,L.,Seabolt,M.H.,Weigand,M.R.,Burroughs,M.,Lee,J.,Wilkins,K.,McCollum,A.,Hutson,C.,Davidson,W.,Rao,A.,White,S.L.,Li,Y.	CDC, DHCPP-PRB	IIb	hMPXV-1	B.1.10	0.9997920987378872	41	607	0	good	good	good	good	good		False	[2022.4150684931508:2022.4945205479453]
OP450987	OP450987.1	MPXV_USA_2022_WA0009	2022-07-XX	North America	USA	Washington		Homo sapiens	2022-09-16	SRR21677082	Gigante et al.	Gigante,C.M.,Goldoft,M.,Zhao,H.,Batra,D.,Hetrick,E.E.,Howard,D.T.,Kovar,L.,Seabolt,M.H.,Weigand,M.R.,Burroughs,M.,Lee,J.,Wilkins,K.,McCollum,A.,Hutson,C.,Davidson,W.,Rao,A.,Holshue,M.,Li,Y.	CDC, DHCPP-PRB	IIb	hMPXV-1	B.1.11	0.9997920987378872	41	609	0	good	good	good	good	good		False	[2022.4972602739726:2022.5794520547945]
OP450990	OP450990.1	MPXV_USA_2022_NV0001	2022-06-XX	North America	USA	Nevada		Homo sapiens	2022-09-16	SRR21677050	Gigante et al.	Gigante,C.M.,Buttery,E.,Zhao,H.,Batra,D.,Hetrick,E.E.,Howard,D.T.,Kovar,L.,Seabolt,M.H.,Weigand,M.R.,Burroughs,M.,Lee,J.,Wilkins,K.,McCollum,A.,Hutson,C.,Davidson,W.,Rao,A.,Raman,D.,Li,Y.	CDC, DHCPP-PRB	IIb	hMPXV-1	B.1.5	0.999873230937736	25	609	0	good	good	good	good	good		False	[2022.4150684931508:2022.4945205479453]
OP450994	OP450994.1	MPXV_USA_2022_IL0045	2022-06-XX	North America	USA	Illinois		Homo sapiens	2022-09-16	SRR21677005	Gigante et al.	Gigante,C.M.,Ghinai,I.,Zhao,H.,Batra,D.,Hetrick,E.E.,Howard,D.T.,Kovar,L.,Seabolt,M.H.,Weigand,M.R.,Burroughs,M.,Lee,J.,Wilkins,K.,McCollum,A.,Hutson,C.,Davidson,W.,Rao,A.,Kerins,J.,Li,Y.	CDC, DHCPP-PRB	IIb	hMPXV-1	B.1	0.9997920987378872	41	606	0	good	good	good	good	good		False	[2022.4150684931508:2022.4945205479453]
OP451001	OP451001.1	MPXV_USA_2022_NJ0002	2022-06-XX	North America	USA	New Jersey		Homo sapiens	2022-09-16	SRR21677089	Gigante et al.	Gigante,C.M.,Acheampong,E.,Zhao,H.,Batra,D.,Hetrick,E.E.,Howard,D.T.,Kovar,L.,Seabolt,M.H.,Weigand,M.R.,Burroughs,M.,Lee,J.,Wilkins,K.,McCollum,A.,Hutson,C.,Davidson,W.,Rao,A.,McDermott,D.,Li,Y.	CDC, DHCPP-PRB	IIb	hMPXV-1	B.1.12	0.999771815687925	43	611	2	good	good	good	good	good		False	[2022.4150684931508:2022.4945205479453]
OP451010	OP451010.1	MPXV_USA_2022_DC0011	2022-06-XX	North America	USA	Washington DC		Homo sapiens	2022-09-16	SRR21677000	Gigante et al.	Gigante,C.M.,Hauser,J.R.,Zhao,H.,Batra,D.,Hetrick,E.E.,Howard,D.T.,Kovar,L.,Seabolt,M.H.,Weigand,M.R.,Burroughs,M.,Lee,J.,Wilkins,K.,McCollum,A.,Hutson,C.,Davidson,W.,Rao,A.,Mangla,A.,Li,Y.	CDC, DHCPP-PRB	IIb	hMPXV-1	B.1	0.9997920987378872	41	607	0	good	good	good	good	good		False	[2022.4150684931508:2022.4945205479453]
OP480407	OP480407.1	hMPXV/USA/NC-UNC-0006/2022	2022-08-05	North America	USA	North Carolina		Homo sapiens	2022-09-20		Deanhardt et al.	Deanhardt,B.,Miller,M.,Wang,J.R.	University of North Carolina at Chapel Hill, Department of Genetics	IIb	hMPXV-1	B.1.4	0.9858627141763306	1799	607	0	good	good	good	good	good		False	2022.5931506849315
OP480415	OP480415.1	hMPXV/USA/NC-UNC-0015/2022	2022-08-22	North America	USA	North Carolina		Homo sapiens	2022-09-20		Deanhardt et al.	Deanhardt,B.,Miller,M.,Wang,J.R.	University of North Carolina at Chapel Hill, Department of Genetics	IIb	hMPXV-1	B.1	0.9869833526867436	1567	600	0	good	good	good	good	good		False	2022.6397260273973
OP484676	OP484676.1	MPXV/Germany/2022/RKI355	2022-09-XX	Europe	Germany			Homo sapiens	2022-09-21		Brinkmann et al.	Brinkmann,A.,Kohl,C.,Pape,K.,Uddin,S.,Schrick,L.,Michel,J.,Schaade,L.,Nitsche,A.	Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses	IIb	hMPXV-1	B.1	0.9984584882028712	304	606	0	good	good	good	good	good		False	[2022.6671232876713:2022.7465753424658]
OP484677	OP484677.1	MPXV/Germany/2022/RKI356	2022-09-XX	Europe	Germany			Homo sapiens	2022-09-21		Brinkmann et al.	Brinkmann,A.,Kohl,C.,Pape,K.,Uddin,S.,Schrick,L.,Michel,J.,Schaade,L.,Nitsche,A.	Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses	IIb	hMPXV-1	B.1	0.99990872627517	18	609	0	good	good	good	good	good		False	[2022.6671232876713:2022.7465753424658]
OP484680	OP484680.1	MPXV/Germany/2022/RKI359	2022-09-XX	Europe	Germany			Homo sapiens	2022-09-21		Brinkmann et al.	Brinkmann,A.,Kohl,C.,Pape,K.,Uddin,S.,Schrick,L.,Michel,J.,Schaade,L.,Nitsche,A.	Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses	IIb	hMPXV-1	B.1	0.9999340800876227	13	609	0	good	good	good	good	good		False	[2022.6671232876713:2022.7465753424658]
OP484690	OP484690.1	MPXV/Germany/2022/RKI369	2022-09-XX	Europe	Germany			Homo sapiens	2022-09-21		Brinkmann et al.	Brinkmann,A.,Kohl,C.,Pape,K.,Uddin,S.,Schrick,L.,Michel,J.,Schaade,L.,Nitsche,A.	Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses	IIb	hMPXV-1	B.1	0.992353290164242	1508	611	0	good	good	good	good	good		False	[2022.6671232876713:2022.7465753424658]
OP484695	OP484695.1	MPXV/Germany/2022/RKI342	2022-09-XX	Europe	Germany			Homo sapiens	2022-09-21		Brinkmann et al.	Brinkmann,A.,Kohl,C.,Pape,K.,Uddin,S.,Schrick,L.,Michel,J.,Schaade,L.,Nitsche,A.	Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses	IIb	hMPXV-1	B.1.1	0.9984280636279276	310	607	0	good	good	good	good	good		False	[2022.6671232876713:2022.7465753424658]
OP523988	OP523988.1	MPXV/Germany/2022/RKI386	2022-09-XX	Europe	Germany			Homo sapiens	2022-09-26		Brinkmann et al.	Brinkmann,A.,Kohl,C.,Pape,K.,Schrick,L.,Michel,J.,Schaade,L.,Nitsche,A.	Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses	IIb	hMPXV-1	B.1	0.9999898584750188	2	605	0	good	good	good	good	good		False	[2022.6671232876713:2022.7465753424658]
OP523991	OP523991.1	MPXV/Germany/2022/RKI389	2022-09-XX	Europe	Germany			Homo sapiens	2022-09-26		Brinkmann et al.	Brinkmann,A.,Kohl,C.,Pape,K.,Schrick,L.,Michel,J.,Schaade,L.,Nitsche,A.	Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses	IIb	hMPXV-1	B.1	0.9973226374049866	528	606	0	good	good	good	good	good		False	[2022.6671232876713:2022.7465753424658]
OP523995	OP523995.1	MPXV/Germany/2022/RKI393	2022-09-XX	Europe	Germany			Homo sapiens	2022-09-26		Brinkmann et al.	Brinkmann,A.,Kohl,C.,Pape,K.,Schrick,L.,Michel,J.,Schaade,L.,Nitsche,A.	Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses	IIb	hMPXV-1	B.1	0.9991531826640772	167	605	0	good	good	good	good	good		False	[2022.6671232876713:2022.7465753424658]
OP524002	OP524002.1	MPXV/Germany/2022/RKI401	2022-09-XX	Europe	Germany			Homo sapiens	2022-09-26		Brinkmann et al.	Brinkmann,A.,Kohl,C.,Pape,K.,Schrick,L.,Michel,J.,Schaade,L.,Nitsche,A.	Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses	IIb	hMPXV-1	B.1	0.9957608425578954	836	608	0	good	good	good	good	good		False	[2022.6671232876713:2022.7465753424658]
OP524005	OP524005.1	MPXV/Germany/2022/RKI400	2022-09-XX	Europe	Germany			Homo sapiens	2022-09-26		Brinkmann et al.	Brinkmann,A.,Kohl,C.,Pape,K.,Schrick,L.,Michel,J.,Schaade,L.,Nitsche,A.	Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses	IIb	hMPXV-1	B.1.1	0.9969372594557044	604	604	0	good	good	good	good	good		False	[2022.6671232876713:2022.7465753424658]
OP524006	OP524006.1	MPXV/Germany/2022/RKI404	2022-09-XX	Europe	Germany			Homo sapiens	2022-09-26		Brinkmann et al.	Brinkmann,A.,Kohl,C.,Pape,K.,Schrick,L.,Michel,J.,Schaade,L.,Nitsche,A.	Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses	IIb	hMPXV-1	B.1.11	0.9953348985086888	920	606	0	good	good	good	good	good		False	[2022.6671232876713:2022.7465753424658]
OP524007	OP524007.1	MPXV/Germany/2022/RKI405	2022-09-XX	Europe	Germany			Homo sapiens	2022-09-26		Brinkmann et al.	Brinkmann,A.,Kohl,C.,Pape,K.,Schrick,L.,Michel,J.,Schaade,L.,Nitsche,A.	Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses	IIb	hMPXV-1	B.1.3	0.9999949292375094	1	609	0	good	good	good	good	good		False	[2022.6671232876713:2022.7465753424658]
OP524008	OP524008.1	MPXV/Germany/2022/RKI406	2022-09-XX	Europe	Germany			Homo sapiens	2022-09-26		Brinkmann et al.	Brinkmann,A.,Kohl,C.,Pape,K.,Schrick,L.,Michel,J.,Schaade,L.,Nitsche,A.	Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses	IIb	hMPXV-1	B.1.5	1.0	0	606	0	good	good	good	good	good		False	[2022.6671232876713:2022.7465753424658]
OP526857	OP526857.1	MPXV_USA_2022_FL0052	2022-06-XX	North America	USA	Florida		Homo sapiens	2022-09-26	SRR21683345	Gigante et al.	Gigante,C.M.,Plumb,M.,Ruprecht,A.,Zhao,H.,Wicker,V.,Wilkins,K.,Matheny,A.,Khan,T.,Davidson,W.,Sheth,M.,Burgin,A.,Burroughs,M.,Padilla,J.,Lee,J.S.,Batra,D.,Hetrick,E.E.,Howard,D.T.,Garfin,J.,Tate,L.,Hubsmith,S.J.,Mendoza,R.M.,Stanek,D.,Gillani,S.,Lee,M.,Mangla,A.,Blythe,D.,SierraPatev,S.,Carpenter-Azevedo,K.,Huard,R.C.,Gallagher,G.,Hall,J.,Ash,S.,Kovar,L.,Seabolt,M.H.,Weigand,M.R.,Damon,I.,Satheshkumar,P.S.,McCollum,A.M.,Hutson,C.L.,Wang,X.,Li,Y.	CDC, DHCPP-PRB	IIb	hMPXV-1	B.1.1	1.0	0	544	0	good	good	good	good	good		False	[2022.4150684931508:2022.4945205479453]
OP531893	OP531893.1	B1221102	2022-07-31	North America	USA	New York		Homo sapiens	2022-09-26		Bajwa et al.	Bajwa,M.I.,Miller,H.	Delaware Public Health Lab, Sequencing/Bioinformatics	IIb	hMPXV-1	B.1.7	0.881166681033827	21877	547	0	bad	good	good	good	good		False	2022.5794520547945
OP535312	OP535312.1	MPXV_Nigeria_2018_5222	2018-02-XX	Africa	Nigeria	Rivers		Homo sapiens	2022-12-25		Nnaemeka et al.	Nnaemeka,N.,Akanbi,O.,Chukwu,C.,Ayansola,O.,Ahmad,A.,Yinka-Ogunleye,A.,Akinpelu,A.,Babatunde,O.,Ihekweazu,C.,Adetifa,I.,Mauldin,M.R.,Gigante,C.M.,Batra,D.,Weigand,M.,Howard,D.,Sheth,M.,Seabolt,M.H.,Li,Y.	Nigeria Centre for Disease Control, National Reference Laboratory	IIb	hMPXV-1	A	0.9979716950037776	0	550	0	good	good	good	good	good		False	[2018.0863013698631:2018.1602739726027]
OP535313	OP535313.1	MPXV_Nigeria_2018_5221	2018-01-XX	Africa	Nigeria			Homo sapiens	2022-12-25		Nnaemeka et al.	Nnaemeka,N.,Akanbi,O.,Chukwu,C.,Ayansola,O.,Ahmad,A.,Yinka-Ogunleye,A.,Akinpelu,A.,Babatunde,O.,Ihekweazu,C.,Adetifa,I.,Mauldin,M.R.,Gigante,C.M.,Batra,D.,Weigand,M.,Howard,D.,Sheth,M.,Seabolt,M.H.,Li,Y.	Nigeria Centre for Disease Control, National Reference Laboratory	IIb	hMPXV-1	A	0.9960549467823476	378	557	0	good	good	good	good	good		False	[2018.0013698630137:2018.0835616438355]
OP535314	OP535314.1	MPXV_Nigeria_2018_5220	2018-01-XX	Africa	Nigeria	Rivers		Homo sapiens	2022-12-25		Nnaemeka et al.	Nnaemeka,N.,Akanbi,O.,Chukwu,C.,Ayansola,O.,Ahmad,A.,Yinka-Ogunleye,A.,Akinpelu,A.,Babatunde,O.,Ihekweazu,C.,Adetifa,I.,Mauldin,M.R.,Gigante,C.M.,Batra,D.,Weigand,M.,Howard,D.,Sheth,M.,Seabolt,M.H.,Li,Y.	Nigeria Centre for Disease Control, National Reference Laboratory	IIb	hMPXV-1	A	0.9897874843440208	1614	549	0	good	good	good	good	good		False	[2018.0013698630137:2018.0835616438355]
OP535315	OP535315.1	MPXV_Nigeria_2018_5219	2018-02-XX	Africa	Nigeria	Imo		Homo sapiens	2022-12-25		Nnaemeka et al.	Nnaemeka,N.,Akanbi,O.,Chukwu,C.,Ayansola,O.,Ahmad,A.,Yinka-Ogunleye,A.,Akinpelu,A.,Babatunde,O.,Ihekweazu,C.,Adetifa,I.,Mauldin,M.R.,Gigante,C.M.,Batra,D.,Weigand,M.R.,Howard,D.T.,Sheth,M.,Seabolt,M.H.,Li,Y.	Nigeria Centre for Disease Control, National Reference Laboratory	IIb	hMPXV-1	A	0.9921453889021292	1149	551	0	good	good	good	good	good		False	[2018.0863013698631:2018.1602739726027]
OP535316	OP535316.1	MPXV_Nigeria_2018_5218	2018-02-XX	Africa	Nigeria	Imo		Homo sapiens	2022-12-25		Nnaemeka et al.	Nnaemeka,N.,Akanbi,O.,Chukwu,C.,Ayansola,O.,Ahmad,A.,Yinka-Ogunleye,A.,Akinpelu,A.,Babatunde,O.,Ihekweazu,C.,Adetifa,I.,Mauldin,M.R.,Gigante,C.M.,Batra,D.,Weigand,M.R.,Howard,D.T.,Sheth,M.,Seabolt,M.H.,Li,Y.	Nigeria Centre for Disease Control, National Reference Laboratory	IIb	hMPXV-1	A	0.993484070199636	885	549	0	good	good	good	good	good		False	[2018.0863013698631:2018.1602739726027]
OP535317	OP535317.1	MPXV_Nigeria_2018_5194	2018-01-XX	Africa	Nigeria	Lagos		Homo sapiens	2022-12-25		Nnaemeka et al.	Nnaemeka,N.,Akanbi,O.,Chukwu,C.,Ayansola,O.,Ahmad,A.,Yinka-Ogunleye,A.,Akinpelu,A.,Babatunde,O.,Ihekweazu,C.,Adetifa,I.,Mauldin,M.R.,Gigante,C.M.,Batra,D.,Weigand,M.R.,Howard,D.T.,Sheth,M.,Seabolt,M.H.,Li,Y.	Nigeria Centre for Disease Control, National Reference Laboratory	IIb	hMPXV-1	A	0.9948024684471805	625	562	0	good	good	good	good	good		False	[2018.0013698630137:2018.0835616438355]
OP535318	OP535318.1	MPXV_Nigeria_2017_5227	2017-12-XX	Africa	Nigeria	Benue State		Homo sapiens	2022-12-25		Nnaemeka et al.	Nnaemeka,N.,Akanbi,O.,Chukwu,C.,Ayansola,O.,Ahmad,A.,Yinka-Ogunleye,A.,Akinpelu,A.,Babatunde,O.,Ihekweazu,C.,Adetifa,I.,Mauldin,M.R.,Gigante,C.M.,Batra,D.,Weigand,M.R.,Howard,D.T.,Sheth,M.,Seabolt,M.H.,Li,Y.	Nigeria Centre for Disease Control, National Reference Laboratory	IIb	hMPXV-1	A	0.9965721645563844	676	547	0	good	good	good	good	good		False	[2017.9164383561645:2017.9986301369863]
OP535319	OP535319.1	MPXV_Nigeria_2017_5205	2017-12-XX	Africa	Nigeria	Cross River State		Homo sapiens	2022-12-25		Nnaemeka et al.	Nnaemeka,N.,Akanbi,O.,Chukwu,C.,Ayansola,O.,Ahmad,A.,Yinka-Ogunleye,A.,Akinpelu,A.,Babatunde,O.,Ihekweazu,C.,Adetifa,I.,Mauldin,M.R.,Gigante,C.M.,Batra,D.,Weigand,M.R.,Howard,D.T.,Sheth,M.,Seabolt,M.H.,Li,Y.	Nigeria Centre for Disease Control, National Reference Laboratory	IIb	hMPXV-1	A	0.99698796708061	194	563	0	good	good	good	good	good		False	[2017.9164383561645:2017.9986301369863]
OP535320	OP535320.1	MPXV_Nigeria_2017_3008	2017-11-XX	Africa	Nigeria	Abia		Homo sapiens	2022-12-25		Nnaemeka et al.	Nnaemeka,N.,Akanbi,O.,Chukwu,C.,Ayansola,O.,Ahmad,A.,Yinka-Ogunleye,A.,Akinpelu,A.,Babatunde,O.,Ihekweazu,C.,Adetifa,I.,Mauldin,M.R.,Gigante,C.M.,Batra,D.,Weigand,M.R.,Howard,D.T.,Sheth,M.,Seabolt,M.H.,Li,Y.	Nigeria Centre for Disease Control, National Reference Laboratory	IIb	hMPXV-1	A	0.9979716950037776	0	550	0	good	good	good	good	good		False	[2017.8342465753424:2017.9136986301369]
