accession	accession_version	strain	date	region	country	division	location	length	host	is_lab_host	date_released	date_updated	sra_accessions	authors	abbr_authors	institution	num_date
MK117910	MK117910.1	LASV/H.sapiens-wt/NGA/2018/IRR_061	2018-02-07	Africa	Nigeria	Ebonyi		7045	Homo sapiens		2018-12-10	2018-12-10		Kafetzopoulou,L.E.,Pullan,S.T.,Lemey,P.,Suchard,M.A.,Ehichioya,D.U.,Pahlmann,M.,Thielebein,A.,Hinzmann,J.,Oestereich,L.,Wozniak,D.M.,Efthymiadis,K.,Schachten,D.,Koenig,F.,Matjeschk,J.,Lorenzen,S.,Lumley,S.,Ighodalo,Y.,Adomeh,D.I.,Olokor,T.,Omomoh,E.,Omiumu,R.,Agbukor,J.,Ebo,B.,Aiyepada,J.,Ebhodaghe,P.,Osiemi,B.,Ehikhametalor,S.,Akhilomen,P.,Airende,M.,Esumeh,R.,Muoebonam,E.,Giwa,R.,Ekanem,A.,Igenegbale,G.,Odigie,G.,Okonofua,G.,Ukpetena,R.A.,Oyakhilome,J.,Yerumoh,E.O.,Odia,I.,Aire,C.,Okonofua,M.,Atafo,R.,Tobin,E.,Asogun,D.,Akpede,N.,Okokhere,P.O.,Rafiu,M.O.,Iraoyah,K.O.,Iruolagbe,C.O.,Akhideno,P.,Erameh,C.,Akpede,G.,Isibor,E.,Naidoo,D.,Hewson,R.,Hiscox,J.A.,Vipond,R.,Carroll,M.W.,Ihekweazu,C.,Formenty,P.,Okogbenin,S.,Ogbaini-Emovon,E.,Gunther,S.,Duraffour,S.	Kafetzopoulou et al.	Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology	2018.1027397260275
MK117911	MK117911.1	LASV/H.sapiens-wt/NGA/2018/IRR_063	2018-02-07	Africa	Nigeria	Ebonyi		7252	Homo sapiens		2018-12-10	2018-12-10		Kafetzopoulou,L.E.,Pullan,S.T.,Lemey,P.,Suchard,M.A.,Ehichioya,D.U.,Pahlmann,M.,Thielebein,A.,Hinzmann,J.,Oestereich,L.,Wozniak,D.M.,Efthymiadis,K.,Schachten,D.,Koenig,F.,Matjeschk,J.,Lorenzen,S.,Lumley,S.,Ighodalo,Y.,Adomeh,D.I.,Olokor,T.,Omomoh,E.,Omiumu,R.,Agbukor,J.,Ebo,B.,Aiyepada,J.,Ebhodaghe,P.,Osiemi,B.,Ehikhametalor,S.,Akhilomen,P.,Airende,M.,Esumeh,R.,Muoebonam,E.,Giwa,R.,Ekanem,A.,Igenegbale,G.,Odigie,G.,Okonofua,G.,Ukpetena,R.A.,Oyakhilome,J.,Yerumoh,E.O.,Odia,I.,Aire,C.,Okonofua,M.,Atafo,R.,Tobin,E.,Asogun,D.,Akpede,N.,Okokhere,P.O.,Rafiu,M.O.,Iraoyah,K.O.,Iruolagbe,C.O.,Akhideno,P.,Erameh,C.,Akpede,G.,Isibor,E.,Naidoo,D.,Hewson,R.,Hiscox,J.A.,Vipond,R.,Carroll,M.W.,Ihekweazu,C.,Formenty,P.,Okogbenin,S.,Ogbaini-Emovon,E.,Gunther,S.,Duraffour,S.	Kafetzopoulou et al.	Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology	2018.1027397260275
MK117912	MK117912.1	LASV/H.sapiens-wt/NGA/2018/IRR_065	2018-02-10	Africa	Nigeria	Ebonyi		7243	Homo sapiens		2018-12-10	2018-12-10		Kafetzopoulou,L.E.,Pullan,S.T.,Lemey,P.,Suchard,M.A.,Ehichioya,D.U.,Pahlmann,M.,Thielebein,A.,Hinzmann,J.,Oestereich,L.,Wozniak,D.M.,Efthymiadis,K.,Schachten,D.,Koenig,F.,Matjeschk,J.,Lorenzen,S.,Lumley,S.,Ighodalo,Y.,Adomeh,D.I.,Olokor,T.,Omomoh,E.,Omiumu,R.,Agbukor,J.,Ebo,B.,Aiyepada,J.,Ebhodaghe,P.,Osiemi,B.,Ehikhametalor,S.,Akhilomen,P.,Airende,M.,Esumeh,R.,Muoebonam,E.,Giwa,R.,Ekanem,A.,Igenegbale,G.,Odigie,G.,Okonofua,G.,Ukpetena,R.A.,Oyakhilome,J.,Yerumoh,E.O.,Odia,I.,Aire,C.,Okonofua,M.,Atafo,R.,Tobin,E.,Asogun,D.,Akpede,N.,Okokhere,P.O.,Rafiu,M.O.,Iraoyah,K.O.,Iruolagbe,C.O.,Akhideno,P.,Erameh,C.,Akpede,G.,Isibor,E.,Naidoo,D.,Hewson,R.,Hiscox,J.A.,Vipond,R.,Carroll,M.W.,Ihekweazu,C.,Formenty,P.,Okogbenin,S.,Ogbaini-Emovon,E.,Gunther,S.,Duraffour,S.	Kafetzopoulou et al.	Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology	2018.1109589041096
MK117913	MK117913.1	LASV/H.sapiens-wt/NGA/2018/IRR_066	2018-02-10	Africa	Nigeria	Edo		7135	Homo sapiens		2018-12-10	2018-12-10		Kafetzopoulou,L.E.,Pullan,S.T.,Lemey,P.,Suchard,M.A.,Ehichioya,D.U.,Pahlmann,M.,Thielebein,A.,Hinzmann,J.,Oestereich,L.,Wozniak,D.M.,Efthymiadis,K.,Schachten,D.,Koenig,F.,Matjeschk,J.,Lorenzen,S.,Lumley,S.,Ighodalo,Y.,Adomeh,D.I.,Olokor,T.,Omomoh,E.,Omiumu,R.,Agbukor,J.,Ebo,B.,Aiyepada,J.,Ebhodaghe,P.,Osiemi,B.,Ehikhametalor,S.,Akhilomen,P.,Airende,M.,Esumeh,R.,Muoebonam,E.,Giwa,R.,Ekanem,A.,Igenegbale,G.,Odigie,G.,Okonofua,G.,Ukpetena,R.A.,Oyakhilome,J.,Yerumoh,E.O.,Odia,I.,Aire,C.,Okonofua,M.,Atafo,R.,Tobin,E.,Asogun,D.,Akpede,N.,Okokhere,P.O.,Rafiu,M.O.,Iraoyah,K.O.,Iruolagbe,C.O.,Akhideno,P.,Erameh,C.,Akpede,G.,Isibor,E.,Naidoo,D.,Hewson,R.,Hiscox,J.A.,Vipond,R.,Carroll,M.W.,Ihekweazu,C.,Formenty,P.,Okogbenin,S.,Ogbaini-Emovon,E.,Gunther,S.,Duraffour,S.	Kafetzopoulou et al.	Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology	2018.1109589041096
MK117914	MK117914.1	LASV/H.sapiens-wt/NGA/2018/IRR_071	2018-02-11	Africa	Nigeria	Ondo State		6924	Homo sapiens		2018-12-10	2018-12-10		Kafetzopoulou,L.E.,Pullan,S.T.,Lemey,P.,Suchard,M.A.,Ehichioya,D.U.,Pahlmann,M.,Thielebein,A.,Hinzmann,J.,Oestereich,L.,Wozniak,D.M.,Efthymiadis,K.,Schachten,D.,Koenig,F.,Matjeschk,J.,Lorenzen,S.,Lumley,S.,Ighodalo,Y.,Adomeh,D.I.,Olokor,T.,Omomoh,E.,Omiumu,R.,Agbukor,J.,Ebo,B.,Aiyepada,J.,Ebhodaghe,P.,Osiemi,B.,Ehikhametalor,S.,Akhilomen,P.,Airende,M.,Esumeh,R.,Muoebonam,E.,Giwa,R.,Ekanem,A.,Igenegbale,G.,Odigie,G.,Okonofua,G.,Ukpetena,R.A.,Oyakhilome,J.,Yerumoh,E.O.,Odia,I.,Aire,C.,Okonofua,M.,Atafo,R.,Tobin,E.,Asogun,D.,Akpede,N.,Okokhere,P.O.,Rafiu,M.O.,Iraoyah,K.O.,Iruolagbe,C.O.,Akhideno,P.,Erameh,C.,Akpede,G.,Isibor,E.,Naidoo,D.,Hewson,R.,Hiscox,J.A.,Vipond,R.,Carroll,M.W.,Ihekweazu,C.,Formenty,P.,Okogbenin,S.,Ogbaini-Emovon,E.,Gunther,S.,Duraffour,S.	Kafetzopoulou et al.	Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology	2018.113698630137
MK117915	MK117915.1	LASV/H.sapiens-wt/NGA/2018/IRR_072	2018-02-12	Africa	Nigeria	Ondo State		7250	Homo sapiens		2018-12-10	2018-12-10		Kafetzopoulou,L.E.,Pullan,S.T.,Lemey,P.,Suchard,M.A.,Ehichioya,D.U.,Pahlmann,M.,Thielebein,A.,Hinzmann,J.,Oestereich,L.,Wozniak,D.M.,Efthymiadis,K.,Schachten,D.,Koenig,F.,Matjeschk,J.,Lorenzen,S.,Lumley,S.,Ighodalo,Y.,Adomeh,D.I.,Olokor,T.,Omomoh,E.,Omiumu,R.,Agbukor,J.,Ebo,B.,Aiyepada,J.,Ebhodaghe,P.,Osiemi,B.,Ehikhametalor,S.,Akhilomen,P.,Airende,M.,Esumeh,R.,Muoebonam,E.,Giwa,R.,Ekanem,A.,Igenegbale,G.,Odigie,G.,Okonofua,G.,Ukpetena,R.A.,Oyakhilome,J.,Yerumoh,E.O.,Odia,I.,Aire,C.,Okonofua,M.,Atafo,R.,Tobin,E.,Asogun,D.,Akpede,N.,Okokhere,P.O.,Rafiu,M.O.,Iraoyah,K.O.,Iruolagbe,C.O.,Akhideno,P.,Erameh,C.,Akpede,G.,Isibor,E.,Naidoo,D.,Hewson,R.,Hiscox,J.A.,Vipond,R.,Carroll,M.W.,Ihekweazu,C.,Formenty,P.,Okogbenin,S.,Ogbaini-Emovon,E.,Gunther,S.,Duraffour,S.	Kafetzopoulou et al.	Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology	2018.1164383561643
MK117916	MK117916.1	LASV/H.sapiens-wt/NGA/2018/IRR_073	2018-02-12	Africa	Nigeria	Anambra		7260	Homo sapiens		2018-12-10	2018-12-10		Kafetzopoulou,L.E.,Pullan,S.T.,Lemey,P.,Suchard,M.A.,Ehichioya,D.U.,Pahlmann,M.,Thielebein,A.,Hinzmann,J.,Oestereich,L.,Wozniak,D.M.,Efthymiadis,K.,Schachten,D.,Koenig,F.,Matjeschk,J.,Lorenzen,S.,Lumley,S.,Ighodalo,Y.,Adomeh,D.I.,Olokor,T.,Omomoh,E.,Omiumu,R.,Agbukor,J.,Ebo,B.,Aiyepada,J.,Ebhodaghe,P.,Osiemi,B.,Ehikhametalor,S.,Akhilomen,P.,Airende,M.,Esumeh,R.,Muoebonam,E.,Giwa,R.,Ekanem,A.,Igenegbale,G.,Odigie,G.,Okonofua,G.,Ukpetena,R.A.,Oyakhilome,J.,Yerumoh,E.O.,Odia,I.,Aire,C.,Okonofua,M.,Atafo,R.,Tobin,E.,Asogun,D.,Akpede,N.,Okokhere,P.O.,Rafiu,M.O.,Iraoyah,K.O.,Iruolagbe,C.O.,Akhideno,P.,Erameh,C.,Akpede,G.,Isibor,E.,Naidoo,D.,Hewson,R.,Hiscox,J.A.,Vipond,R.,Carroll,M.W.,Ihekweazu,C.,Formenty,P.,Okogbenin,S.,Ogbaini-Emovon,E.,Gunther,S.,Duraffour,S.	Kafetzopoulou et al.	Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology	2018.1164383561643
MK117917	MK117917.1	LASV/H.sapiens-wt/NGA/2018/IRR_074	2018-02-12	Africa	Nigeria	Edo		7208	Homo sapiens		2018-12-10	2018-12-10		Kafetzopoulou,L.E.,Pullan,S.T.,Lemey,P.,Suchard,M.A.,Ehichioya,D.U.,Pahlmann,M.,Thielebein,A.,Hinzmann,J.,Oestereich,L.,Wozniak,D.M.,Efthymiadis,K.,Schachten,D.,Koenig,F.,Matjeschk,J.,Lorenzen,S.,Lumley,S.,Ighodalo,Y.,Adomeh,D.I.,Olokor,T.,Omomoh,E.,Omiumu,R.,Agbukor,J.,Ebo,B.,Aiyepada,J.,Ebhodaghe,P.,Osiemi,B.,Ehikhametalor,S.,Akhilomen,P.,Airende,M.,Esumeh,R.,Muoebonam,E.,Giwa,R.,Ekanem,A.,Igenegbale,G.,Odigie,G.,Okonofua,G.,Ukpetena,R.A.,Oyakhilome,J.,Yerumoh,E.O.,Odia,I.,Aire,C.,Okonofua,M.,Atafo,R.,Tobin,E.,Asogun,D.,Akpede,N.,Okokhere,P.O.,Rafiu,M.O.,Iraoyah,K.O.,Iruolagbe,C.O.,Akhideno,P.,Erameh,C.,Akpede,G.,Isibor,E.,Naidoo,D.,Hewson,R.,Hiscox,J.A.,Vipond,R.,Carroll,M.W.,Ihekweazu,C.,Formenty,P.,Okogbenin,S.,Ogbaini-Emovon,E.,Gunther,S.,Duraffour,S.	Kafetzopoulou et al.	Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology	2018.1164383561643
MK117918	MK117918.1	LASV/H.sapiens-wt/NGA/2018/IRR_075	2018-02-12	Africa	Nigeria	Edo		7252	Homo sapiens		2018-12-10	2018-12-10		Kafetzopoulou,L.E.,Pullan,S.T.,Lemey,P.,Suchard,M.A.,Ehichioya,D.U.,Pahlmann,M.,Thielebein,A.,Hinzmann,J.,Oestereich,L.,Wozniak,D.M.,Efthymiadis,K.,Schachten,D.,Koenig,F.,Matjeschk,J.,Lorenzen,S.,Lumley,S.,Ighodalo,Y.,Adomeh,D.I.,Olokor,T.,Omomoh,E.,Omiumu,R.,Agbukor,J.,Ebo,B.,Aiyepada,J.,Ebhodaghe,P.,Osiemi,B.,Ehikhametalor,S.,Akhilomen,P.,Airende,M.,Esumeh,R.,Muoebonam,E.,Giwa,R.,Ekanem,A.,Igenegbale,G.,Odigie,G.,Okonofua,G.,Ukpetena,R.A.,Oyakhilome,J.,Yerumoh,E.O.,Odia,I.,Aire,C.,Okonofua,M.,Atafo,R.,Tobin,E.,Asogun,D.,Akpede,N.,Okokhere,P.O.,Rafiu,M.O.,Iraoyah,K.O.,Iruolagbe,C.O.,Akhideno,P.,Erameh,C.,Akpede,G.,Isibor,E.,Naidoo,D.,Hewson,R.,Hiscox,J.A.,Vipond,R.,Carroll,M.W.,Ihekweazu,C.,Formenty,P.,Okogbenin,S.,Ogbaini-Emovon,E.,Gunther,S.,Duraffour,S.	Kafetzopoulou et al.	Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology	2018.1164383561643
MK117919	MK117919.1	LASV/H.sapiens-wt/NGA/2018/IRR_077	2018-02-12	Africa	Nigeria	Edo		7110	Homo sapiens		2018-12-10	2018-12-10		Kafetzopoulou,L.E.,Pullan,S.T.,Lemey,P.,Suchard,M.A.,Ehichioya,D.U.,Pahlmann,M.,Thielebein,A.,Hinzmann,J.,Oestereich,L.,Wozniak,D.M.,Efthymiadis,K.,Schachten,D.,Koenig,F.,Matjeschk,J.,Lorenzen,S.,Lumley,S.,Ighodalo,Y.,Adomeh,D.I.,Olokor,T.,Omomoh,E.,Omiumu,R.,Agbukor,J.,Ebo,B.,Aiyepada,J.,Ebhodaghe,P.,Osiemi,B.,Ehikhametalor,S.,Akhilomen,P.,Airende,M.,Esumeh,R.,Muoebonam,E.,Giwa,R.,Ekanem,A.,Igenegbale,G.,Odigie,G.,Okonofua,G.,Ukpetena,R.A.,Oyakhilome,J.,Yerumoh,E.O.,Odia,I.,Aire,C.,Okonofua,M.,Atafo,R.,Tobin,E.,Asogun,D.,Akpede,N.,Okokhere,P.O.,Rafiu,M.O.,Iraoyah,K.O.,Iruolagbe,C.O.,Akhideno,P.,Erameh,C.,Akpede,G.,Isibor,E.,Naidoo,D.,Hewson,R.,Hiscox,J.A.,Vipond,R.,Carroll,M.W.,Ihekweazu,C.,Formenty,P.,Okogbenin,S.,Ogbaini-Emovon,E.,Gunther,S.,Duraffour,S.	Kafetzopoulou et al.	Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology	2018.1164383561643
MK117920	MK117920.1	LASV/H.sapiens-wt/NGA/2018/IRR_082	2018-02-13	Africa	Nigeria	Ondo State		7255	Homo sapiens		2018-12-10	2018-12-10		Kafetzopoulou,L.E.,Pullan,S.T.,Lemey,P.,Suchard,M.A.,Ehichioya,D.U.,Pahlmann,M.,Thielebein,A.,Hinzmann,J.,Oestereich,L.,Wozniak,D.M.,Efthymiadis,K.,Schachten,D.,Koenig,F.,Matjeschk,J.,Lorenzen,S.,Lumley,S.,Ighodalo,Y.,Adomeh,D.I.,Olokor,T.,Omomoh,E.,Omiumu,R.,Agbukor,J.,Ebo,B.,Aiyepada,J.,Ebhodaghe,P.,Osiemi,B.,Ehikhametalor,S.,Akhilomen,P.,Airende,M.,Esumeh,R.,Muoebonam,E.,Giwa,R.,Ekanem,A.,Igenegbale,G.,Odigie,G.,Okonofua,G.,Ukpetena,R.A.,Oyakhilome,J.,Yerumoh,E.O.,Odia,I.,Aire,C.,Okonofua,M.,Atafo,R.,Tobin,E.,Asogun,D.,Akpede,N.,Okokhere,P.O.,Rafiu,M.O.,Iraoyah,K.O.,Iruolagbe,C.O.,Akhideno,P.,Erameh,C.,Akpede,G.,Isibor,E.,Naidoo,D.,Hewson,R.,Hiscox,J.A.,Vipond,R.,Carroll,M.W.,Ihekweazu,C.,Formenty,P.,Okogbenin,S.,Ogbaini-Emovon,E.,Gunther,S.,Duraffour,S.	Kafetzopoulou et al.	Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology	2018.1191780821919
MK117921	MK117921.1	LASV/H.sapiens-wt/NGA/2018/IRR_083	2018-02-13	Africa	Nigeria	Ondo State		7208	Homo sapiens		2018-12-10	2018-12-10		Kafetzopoulou,L.E.,Pullan,S.T.,Lemey,P.,Suchard,M.A.,Ehichioya,D.U.,Pahlmann,M.,Thielebein,A.,Hinzmann,J.,Oestereich,L.,Wozniak,D.M.,Efthymiadis,K.,Schachten,D.,Koenig,F.,Matjeschk,J.,Lorenzen,S.,Lumley,S.,Ighodalo,Y.,Adomeh,D.I.,Olokor,T.,Omomoh,E.,Omiumu,R.,Agbukor,J.,Ebo,B.,Aiyepada,J.,Ebhodaghe,P.,Osiemi,B.,Ehikhametalor,S.,Akhilomen,P.,Airende,M.,Esumeh,R.,Muoebonam,E.,Giwa,R.,Ekanem,A.,Igenegbale,G.,Odigie,G.,Okonofua,G.,Ukpetena,R.A.,Oyakhilome,J.,Yerumoh,E.O.,Odia,I.,Aire,C.,Okonofua,M.,Atafo,R.,Tobin,E.,Asogun,D.,Akpede,N.,Okokhere,P.O.,Rafiu,M.O.,Iraoyah,K.O.,Iruolagbe,C.O.,Akhideno,P.,Erameh,C.,Akpede,G.,Isibor,E.,Naidoo,D.,Hewson,R.,Hiscox,J.A.,Vipond,R.,Carroll,M.W.,Ihekweazu,C.,Formenty,P.,Okogbenin,S.,Ogbaini-Emovon,E.,Gunther,S.,Duraffour,S.	Kafetzopoulou et al.	Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology	2018.1191780821919
MK117922	MK117922.1	LASV/H.sapiens-wt/NGA/2018/IRR_084	2018-02-13	Africa	Nigeria	Ondo State		7245	Homo sapiens		2018-12-10	2018-12-10		Kafetzopoulou,L.E.,Pullan,S.T.,Lemey,P.,Suchard,M.A.,Ehichioya,D.U.,Pahlmann,M.,Thielebein,A.,Hinzmann,J.,Oestereich,L.,Wozniak,D.M.,Efthymiadis,K.,Schachten,D.,Koenig,F.,Matjeschk,J.,Lorenzen,S.,Lumley,S.,Ighodalo,Y.,Adomeh,D.I.,Olokor,T.,Omomoh,E.,Omiumu,R.,Agbukor,J.,Ebo,B.,Aiyepada,J.,Ebhodaghe,P.,Osiemi,B.,Ehikhametalor,S.,Akhilomen,P.,Airende,M.,Esumeh,R.,Muoebonam,E.,Giwa,R.,Ekanem,A.,Igenegbale,G.,Odigie,G.,Okonofua,G.,Ukpetena,R.A.,Oyakhilome,J.,Yerumoh,E.O.,Odia,I.,Aire,C.,Okonofua,M.,Atafo,R.,Tobin,E.,Asogun,D.,Akpede,N.,Okokhere,P.O.,Rafiu,M.O.,Iraoyah,K.O.,Iruolagbe,C.O.,Akhideno,P.,Erameh,C.,Akpede,G.,Isibor,E.,Naidoo,D.,Hewson,R.,Hiscox,J.A.,Vipond,R.,Carroll,M.W.,Ihekweazu,C.,Formenty,P.,Okogbenin,S.,Ogbaini-Emovon,E.,Gunther,S.,Duraffour,S.	Kafetzopoulou et al.	Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology	2018.1191780821919
MK117923	MK117923.1	LASV/H.sapiens-wt/NGA/2018/IRR_085	2018-02-14	Africa	Nigeria	Edo		7103	Homo sapiens		2018-12-10	2018-12-10		Kafetzopoulou,L.E.,Pullan,S.T.,Lemey,P.,Suchard,M.A.,Ehichioya,D.U.,Pahlmann,M.,Thielebein,A.,Hinzmann,J.,Oestereich,L.,Wozniak,D.M.,Efthymiadis,K.,Schachten,D.,Koenig,F.,Matjeschk,J.,Lorenzen,S.,Lumley,S.,Ighodalo,Y.,Adomeh,D.I.,Olokor,T.,Omomoh,E.,Omiumu,R.,Agbukor,J.,Ebo,B.,Aiyepada,J.,Ebhodaghe,P.,Osiemi,B.,Ehikhametalor,S.,Akhilomen,P.,Airende,M.,Esumeh,R.,Muoebonam,E.,Giwa,R.,Ekanem,A.,Igenegbale,G.,Odigie,G.,Okonofua,G.,Ukpetena,R.A.,Oyakhilome,J.,Yerumoh,E.O.,Odia,I.,Aire,C.,Okonofua,M.,Atafo,R.,Tobin,E.,Asogun,D.,Akpede,N.,Okokhere,P.O.,Rafiu,M.O.,Iraoyah,K.O.,Iruolagbe,C.O.,Akhideno,P.,Erameh,C.,Akpede,G.,Isibor,E.,Naidoo,D.,Hewson,R.,Hiscox,J.A.,Vipond,R.,Carroll,M.W.,Ihekweazu,C.,Formenty,P.,Okogbenin,S.,Ogbaini-Emovon,E.,Gunther,S.,Duraffour,S.	Kafetzopoulou et al.	Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology	2018.1219178082192
MK117924	MK117924.1	LASV/H.sapiens-wt/NGA/2018/IRR_086	2018-02-08	Africa	Nigeria	Bauchi		7148	Homo sapiens		2018-12-10	2018-12-10		Kafetzopoulou,L.E.,Pullan,S.T.,Lemey,P.,Suchard,M.A.,Ehichioya,D.U.,Pahlmann,M.,Thielebein,A.,Hinzmann,J.,Oestereich,L.,Wozniak,D.M.,Efthymiadis,K.,Schachten,D.,Koenig,F.,Matjeschk,J.,Lorenzen,S.,Lumley,S.,Ighodalo,Y.,Adomeh,D.I.,Olokor,T.,Omomoh,E.,Omiumu,R.,Agbukor,J.,Ebo,B.,Aiyepada,J.,Ebhodaghe,P.,Osiemi,B.,Ehikhametalor,S.,Akhilomen,P.,Airende,M.,Esumeh,R.,Muoebonam,E.,Giwa,R.,Ekanem,A.,Igenegbale,G.,Odigie,G.,Okonofua,G.,Ukpetena,R.A.,Oyakhilome,J.,Yerumoh,E.O.,Odia,I.,Aire,C.,Okonofua,M.,Atafo,R.,Tobin,E.,Asogun,D.,Akpede,N.,Okokhere,P.O.,Rafiu,M.O.,Iraoyah,K.O.,Iruolagbe,C.O.,Akhideno,P.,Erameh,C.,Akpede,G.,Isibor,E.,Naidoo,D.,Hewson,R.,Hiscox,J.A.,Vipond,R.,Carroll,M.W.,Ihekweazu,C.,Formenty,P.,Okogbenin,S.,Ogbaini-Emovon,E.,Gunther,S.,Duraffour,S.	Kafetzopoulou et al.	Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology	2018.1054794520549
MK117925	MK117925.1	LASV/H.sapiens-wt/NGA/2018/IRR_088	2018-02-14	Africa	Nigeria	Anambra		7086	Homo sapiens		2018-12-10	2018-12-10		Kafetzopoulou,L.E.,Pullan,S.T.,Lemey,P.,Suchard,M.A.,Ehichioya,D.U.,Pahlmann,M.,Thielebein,A.,Hinzmann,J.,Oestereich,L.,Wozniak,D.M.,Efthymiadis,K.,Schachten,D.,Koenig,F.,Matjeschk,J.,Lorenzen,S.,Lumley,S.,Ighodalo,Y.,Adomeh,D.I.,Olokor,T.,Omomoh,E.,Omiumu,R.,Agbukor,J.,Ebo,B.,Aiyepada,J.,Ebhodaghe,P.,Osiemi,B.,Ehikhametalor,S.,Akhilomen,P.,Airende,M.,Esumeh,R.,Muoebonam,E.,Giwa,R.,Ekanem,A.,Igenegbale,G.,Odigie,G.,Okonofua,G.,Ukpetena,R.A.,Oyakhilome,J.,Yerumoh,E.O.,Odia,I.,Aire,C.,Okonofua,M.,Atafo,R.,Tobin,E.,Asogun,D.,Akpede,N.,Okokhere,P.O.,Rafiu,M.O.,Iraoyah,K.O.,Iruolagbe,C.O.,Akhideno,P.,Erameh,C.,Akpede,G.,Isibor,E.,Naidoo,D.,Hewson,R.,Hiscox,J.A.,Vipond,R.,Carroll,M.W.,Ihekweazu,C.,Formenty,P.,Okogbenin,S.,Ogbaini-Emovon,E.,Gunther,S.,Duraffour,S.	Kafetzopoulou et al.	Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology	2018.1219178082192
MK117926	MK117926.1	LASV/H.sapiens-wt/NGA/2018/IRR_091	2018-02-15	Africa	Nigeria	Edo		7188	Homo sapiens		2018-12-10	2018-12-10		Kafetzopoulou,L.E.,Pullan,S.T.,Lemey,P.,Suchard,M.A.,Ehichioya,D.U.,Pahlmann,M.,Thielebein,A.,Hinzmann,J.,Oestereich,L.,Wozniak,D.M.,Efthymiadis,K.,Schachten,D.,Koenig,F.,Matjeschk,J.,Lorenzen,S.,Lumley,S.,Ighodalo,Y.,Adomeh,D.I.,Olokor,T.,Omomoh,E.,Omiumu,R.,Agbukor,J.,Ebo,B.,Aiyepada,J.,Ebhodaghe,P.,Osiemi,B.,Ehikhametalor,S.,Akhilomen,P.,Airende,M.,Esumeh,R.,Muoebonam,E.,Giwa,R.,Ekanem,A.,Igenegbale,G.,Odigie,G.,Okonofua,G.,Ukpetena,R.A.,Oyakhilome,J.,Yerumoh,E.O.,Odia,I.,Aire,C.,Okonofua,M.,Atafo,R.,Tobin,E.,Asogun,D.,Akpede,N.,Okokhere,P.O.,Rafiu,M.O.,Iraoyah,K.O.,Iruolagbe,C.O.,Akhideno,P.,Erameh,C.,Akpede,G.,Isibor,E.,Naidoo,D.,Hewson,R.,Hiscox,J.A.,Vipond,R.,Carroll,M.W.,Ihekweazu,C.,Formenty,P.,Okogbenin,S.,Ogbaini-Emovon,E.,Gunther,S.,Duraffour,S.	Kafetzopoulou et al.	Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology	2018.1246575342466
MK117927	MK117927.1	LASV/H.sapiens-wt/NGA/2018/IRR_092	2018-02-15	Africa	Nigeria	Ondo State		7042	Homo sapiens		2018-12-10	2018-12-10		Kafetzopoulou,L.E.,Pullan,S.T.,Lemey,P.,Suchard,M.A.,Ehichioya,D.U.,Pahlmann,M.,Thielebein,A.,Hinzmann,J.,Oestereich,L.,Wozniak,D.M.,Efthymiadis,K.,Schachten,D.,Koenig,F.,Matjeschk,J.,Lorenzen,S.,Lumley,S.,Ighodalo,Y.,Adomeh,D.I.,Olokor,T.,Omomoh,E.,Omiumu,R.,Agbukor,J.,Ebo,B.,Aiyepada,J.,Ebhodaghe,P.,Osiemi,B.,Ehikhametalor,S.,Akhilomen,P.,Airende,M.,Esumeh,R.,Muoebonam,E.,Giwa,R.,Ekanem,A.,Igenegbale,G.,Odigie,G.,Okonofua,G.,Ukpetena,R.A.,Oyakhilome,J.,Yerumoh,E.O.,Odia,I.,Aire,C.,Okonofua,M.,Atafo,R.,Tobin,E.,Asogun,D.,Akpede,N.,Okokhere,P.O.,Rafiu,M.O.,Iraoyah,K.O.,Iruolagbe,C.O.,Akhideno,P.,Erameh,C.,Akpede,G.,Isibor,E.,Naidoo,D.,Hewson,R.,Hiscox,J.A.,Vipond,R.,Carroll,M.W.,Ihekweazu,C.,Formenty,P.,Okogbenin,S.,Ogbaini-Emovon,E.,Gunther,S.,Duraffour,S.	Kafetzopoulou et al.	Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology	2018.1246575342466
